id/s,review_count/n,categories/s,rating/n
Wm6vj0ekRAzZnaeaBEkOag,1449,Mexican,4
aSFBv64GBpMOFPqIleeQFQ,1448,American,4
GtfhGhWmr1kQ4EnFTlwg7w,1437,American,4
1Q3oaJahyGRogDWgpo7PIw,1425,American,4
xQ445GaWVN5Aa3sFX9OoIg,1405,American,4
NZNPFJ405oo1z043hH4Fnw,1387,Japanese,4
Lbs8QBRN1U7IYBo5Mcv-RQ,1363,Chinese,4
97q5nUQTuBo_h00XCxna2A,1352,Chinese,4
yZJbealagfujEkgesAl2hA,1345,American,4
#NAME?,1343,Chinese,4
Xf6e3HaP0AgMBxY7dEDkOA,1340,Japanese,4
bEloKDe-QVkwakAwmFKbbA,1314,American,4
HScFap2SwbUlfC-QXVkxFA,1303,Chinese,4
ULt3kmA0_hbZ3j6cMORCaA,1302,American,4
SjG7CnTIuUBIo9T4BThkGQ,1294,American,4
1z5Nu66M6W8mk5Ap4osZwA,1293,American,4
eRtceh_W_yniAfCqJni5Bg,1292,Japanese,4
R26zweQ8-xoZS7iHkXQOvw,1289,Chinese,4
BPyt7S9TdcR1u571iacg7g,1281,Indian,4
i8ejDDR4COtukAAA1Ls5fw,1274,Japanese,4
U9BX6bMvXHk8umBYnS3Dog,1254,Mexican,4
f7i6LxdwbDXExDn_58tXaA,1245,American,4
RemvTpxalDjSew5HwmNzUQ,1225,American,4
yi6jIxzHo-nbAOG4KWuqcw,1215,American,4
nxTEuWKzkK1tCF4LrhFSUQ,1203,Japanese,4
1LIptXhtDh58vAA-QPFL4w,1198,American,4
FizBsTIAJwNrImIG1mPDcg,1186,American,4
StpOKezaW-AyN2xA1EJKvw,1185,Mexican,4
MidK0WWI0_1tZL8AuR7Jhw,1179,Indian,4
oLA02lMIfgvbYquvXzkARw,1175,American,4
8F81LrdFm6P5kkFpsw0n0w,1173,American,4
oTkzgr7hzOAdlP99Auj3GQ,1164,Japanese,4
YC-wGlO0oOkEIaCEDZv-ag,1157,Japanese,4
OLSSJIp8pu5UlugTF7tuHA,1152,Japanese,4
P_UREWCQxEYVbBa-KW_Wew,1144,Japanese,4
zfiXI8AwYBRfWjPyv6oh3w,1140,Japanese,4
J9UA6rzI5WW_cDGjwDnF5g,1123,Japanese,4
LQHegfNHe7ylY3bocrFlpg,1105,American,4
qIOAlXCCYrwN0VxEEH-Tmw,1096,Mexican,4
u_3TLN0u6LyOL01vdjFOug,1092,Indian,4
#NAME?,1072,Japanese,4
cxtg17yy1YFt8gHRckUQcw,1065,Chinese,4
zBf-m72ATTPTey-_9vu3Yw,1055,Indian,4
3o0Jp9ttSpP1wu7Focs7xg,1054,Indian,4
H1jops1lmuhrq9lP7lEGJQ,1045,Chinese,4
16ZnHpuaaBt92XWeJHCC5A,1044,American,4
6lUsFj0KCao678o9L7QwUw,1041,Japanese,4
lXGCo-K7eftxRT_6E59-Iw,1038,American,4
xq0cX_DgxiJMXwhmEl9kUA,1037,Chinese,4
bJgl6cDIBIMlgrntQbxt1g,1028,Japanese,4
RzKR9QcYP03EQ_8DxTxowg,1018,American,4
kmcgUxWhwlbmC-FAMTEF2g,1006,American,4
S-WdvEU1X7J33whXWk1zmw,1003,American,4
IOHaEgK1zDvUvB3SfKuGCw,997,American,4
xEDD2ScBU3jHhWxlMC7dkQ,996,Japanese,4
wfhMIiMh2A2psCGONOVSlg,991,American,4
ONQRhDuWv0e9R5xOiI7YAA,991,Japanese,4
MctQwL9Mp5X7DJk13VoERg,988,American,4
SxKvgnkMMZdhBJcxxKQnww,988,Japanese,4
xWUL-j6TQyKQHIfOtetu-Q,984,Indian,4
dtk1Cstz5MHr-B1AOM_nXA,970,Japanese,4
efYELOeAJ-CjKpzayEfblg,964,American,4
zgW7g4RWssKfjdlSE8fZvg,964,American,4
QR1YIRzFjd2bi5iBzT9zXg,964,Japanese,4
3omBIylGFJugwLgNgUgOXw,961,American,4
83BXSwE0166sObnXLUE4bQ,958,Chinese,4
3idAtiEXe_XfTcPoZC_DcQ,955,American,4
_saXnBy0Wq2Gb3YusWZhqw,951,Japanese,4
mHBhUxHgDGjsB1LJl4qW0w,948,Japanese,4
eS9mTLlWwu_Ap2ROMQWPxg,941,Japanese,4
Pfjb9Rn5Th7R-pLXVARwlA,941,Japanese,4
Ve9eysLcTjGLbKp7tjOd9w,940,American,4
yckkW5iFRiBOWsH3tZTr3Q,940,Japanese,4
QpkKEFHK5dz8XT-osEXgJw,933,American,4
RElijPqDOAPTHT3J4n_FEA,926,Japanese,4
I6optu9x0JAf8oT5lqJ8qw,914,American,4
VCqNjupCWZ5INzOcyBMJSg,907,American,4
vQcK7BH6maW9dAZWJOuW3Q,907,American,4
hGo9KArKThuOKxNbwmNpoA,906,American,4
Rgm8BwcoqfIVSl2QSEOhbQ,900,American,4
Ohi-o00luDtU7TMpVtJHJw,896,Indian,4
JhJLPp6KuBcD3CHCkEKJ_A,887,Japanese,4
4XX-zF8h5Lvrr22_tqU6-Q,885,American,4
mWS4umRg2AyykyAClMrIRw,885,American,4
DpZ7Xaub8Lhpg7VJdHaPpg,885,Japanese,4
5m-TrbqMNnwJvOd7pAt6OA,882,American,4
dgaNriM1VdI2nGochhHE_g,879,Mexican,4
KfaG5PoTEPpbODHBta9irw,877,Japanese,4
DPDznXYX5DBLBASKfxQ-DQ,875,Japanese,4
6qzNc9Z9DHYYleKqrW_K3g,874,Japanese,4
-b3J-5K_beWyGxQ1Id7KQg,873,American,4
sVG1whNWHhlbjP6p027YcA,873,American,4
55spA8dSOvKRme3ix-k7gg,872,Indian,4
RjeW_l8OF99rn5df5-Rj4g,870,Japanese,4
rKeLuHDI3PQZsPSVCEMHtw,868,Chinese,4
IBgjj5VBu5JJvKgo9EzKrg,863,American,4
zEIt0xaPM9DIS-pc118O6A,861,Chinese,4
mhrLDFTxUzW2koRAzjlt5g,861,Mexican,4
i9W3EVA6FjB6lWWSEmhndA,856,Japanese,4
m6sYBuozGY1JhnHlBf1Bzg,844,Japanese,4
vr_edPWXo8qB8pirE9iUlQ,842,American,4
9_CEU7Wmvmwlyvqr-PJD6w,840,Mexican,4
FeSynfcDT4qB2kDixHUQCA,839,American,4
p2zm0HnXZkI2yCAuYLb45g,839,Chinese,4
7zjeUx9aWRGpJmiOuk45zw,834,Mexican,4
JL_p-OHtSEYVfoeLQQgqDA,833,American,4
xZ96vaoL-cQjfotmUKtjJQ,831,American,4
PMp7WlHIXQUnej-Ds1jRfw,828,American,4
fPW_GBZsnBNsIzK62sCHBg,825,American,4
DRitJoNGTkHXZvH_YpLIAw,820,American,4
9jRwUN3z7k0seLOzWERVeg,820,Japanese,4
tguMh2GgOcU9fu6WN3dqpw,819,Indian,4
ev6e12vhY_0y4qE1cRhv0A,818,Japanese,4
hh0ae47ojPqq3USCRLmAjg,813,Japanese,4
EegEULbC3qoMA-FaEjivtA,812,American,4
XAHfErhn_JujythNCmGl1w,809,American,4
4ttqjZMCsfz6X0kQ_KR0xQ,807,Mexican,4
AwSifv9HiaKrUWNV1TDGCA,807,Mexican,4
b7Eg41LKjL2BtOXEqVCoeQ,806,Japanese,4
AIKjw2QLvVNdha3TciJYzg,804,Mexican,4
abNHO9-xlCsv31gghCUuxw,800,Japanese,4
01isnBO1rFO2LTOeNfYl9w,798,American,4
qY1o1MhoRyN84RRhUJtvpQ,797,Japanese,4
kB3QyyhHFVyhGgp35Rnuew,793,Indian,4
x5HLJVEOYF-cCmGEZFu9yA,791,Indian,4
iTj5T_jPYvznd1QTgs7NZw,780,American,4
UB5emSFilql0J10Jx4AHXA,778,Japanese,4
CfWe636m2CAUg4FAdl_zVQ,775,American,4
UBCNhz-TSvBP3zo5PjFWrQ,773,American,4
p3E_1wktqB-Z4qtqqO9F-A,773,Indian,4
bnDfFdiCcPzhuNWUJORvLQ,772,Chinese,4
XoDR_T-ZKYJtZgCocEDcyA,770,American,4
NH-5cniqVsAZQPOxhZ8IgQ,770,Indian,4
neQM053ovAOrf1sVSAPI9w,768,Chinese,4
WHQpLvxkCK_BMtF8pIShnQ,766,American,4
9z2lUyfzZV8b2rkkiwSM4g,764,Mexican,4
v4_89HfTm05NFTuukjsl_g,756,Mexican,4
LjBKkUSpMwrpo99hXgtHYw,753,Indian,4
h8XLhVVPoYPYodZqQOjRMw,752,American,4
lxQ-tzFmL1tmUqZUN-CSRQ,740,Japanese,4
0BzxIsoRuFvxbMPl-iH70A,737,American,4
fePu8xy0ir_ikZcS_vVSBA,737,Japanese,4
IJg3TdXz8IzKTfcspmr8MQ,736,Indian,4
WKDdD8Z17-P1XhkyJtDEFA,734,American,4
BZcG-xN3DCxlfhckBZYeuw,730,Mexican,4
mhhTORjUdXj-UIDjyGmhBg,729,Mexican,4
sTu5z5HUcIYykg97HHj8xA,729,Mexican,4
xkvv0n7jbl4Ra3Vm_jfxaA,728,American,4
yc4vsT-Q4Ej1_9hr94DxkQ,728,American,4
Ms1p17KsYteDlkvHnllC2g,728,Japanese,4
kS2CP48K66yL2TwIhUqy_A,724,Indian,4
NTwOc9yQ1xl5deeVzZqxfw,722,American,4
D65eObUbArHu6UiQsUasgw,722,Japanese,4
zWem2SAbFc7lIYR2y9DE0g,720,American,4
_-EQR2vNYg-b1eZwAgp6JQ,720,Indian,4
Ucxhqn56VtC-eYjdNsg7Og,719,American,4
GlPJPpKvPR4d8dmcSEYpdA,717,Japanese,4
twHJyFgUSd7wzioKQjE7Jw,708,American,4
hiTfA7vnxDSLv77nl6UQXQ,707,American,4
ZfuZ2byArGq-5j8zX8Afeg,698,Japanese,4
jKaR8TTkLBAFmMIsKU786g,692,Mexican,4
5ZEFbq_AQV5VQFG2JKYzlA,687,American,4
Brs_MJhAXe60iMnlpeqkKA,687,Japanese,4
Nnuz_Ic0IdWOUbl64r4Hkg,684,Mexican,4
OqNmzS2N2I750zYgUC6IgA,681,American,4
Drb6I9masZDvxQUVcqE2ww,681,Mexican,4
YgQ1AVY9JLSMjSRX3Hzj1g,679,American,4
zMsmQ6WLgQAjVZyVbirO1A,678,American,4
6qcydPo5eTSB4XHyyZDvkA,676,American,4
wjIyCBEpCG_HRp8veiI0YQ,675,Japanese,4
mmAlHhnTDXIohPC3wfl0hQ,674,Mexican,4
hDgpiXE5_d4Is1sJ5kUBQg,673,American,4
Z65cd3Z7JvwK8TnSVg-cfA,667,American,4
oyyubJoK0VZ2V3a5sVJULg,663,Japanese,4
ZrdTKStTAo2pchslOev1KQ,661,Indian,4
kWyz_wmazyLRWd3MqWlvqQ,660,American,4
2mzyXxnstSPcpDS3u5g_7w,659,American,4
e9uJNCM3yXBaWQluZovqUA,658,American,4
6jsGtz0vwEGZ44urQKQkeQ,657,American,4
HnXmp1M7oNTJ9JzzVOQgBw,657,Mexican,4
0EtZ1xhnXWp4-ysNVwItYA,656,American,4
pqebqpVTT8bR_s9iEu8dOA,656,Japanese,4
U74_3F7r3tMhd6dmTmDBxQ,656,Japanese,4
Maks_EfVcTOe20TnGQy_MQ,654,American,4
kMljfja7weqfl_lzspjzHA,653,American,4
TGP5gbAgml0IDRLGCpFnCw,652,American,4
CqQ2Og9kf-LhlUWtODalCQ,650,Japanese,4
7fSrrMD75A210TJg8oq-6Q,649,American,4
HgOdD_mKDldva0eIoa3Z5g,647,American,4
bVkjBJlAIwKAj9Aw1KVWjA,644,Chinese,4
_FhKGcCbiYgtkXcCiwTAiA,644,Japanese,4
qosp2vDDXks8eMGH7p4WSQ,644,Mexican,4
m6bu1AGIIIM9GNn9_cjsmg,643,Chinese,4
zGtR4FNGDD1EjdxIzKF-HA,642,Mexican,4
8iSU_z2JkjjUEjm-Ur470w,641,Japanese,4
9S7aUnJFo5t3SJMm6tmPcA,640,American,4
#NAME?,640,American,4
Ko95LRE9AAvb2Lk9Iwh2-Q,639,Mexican,4
cOhTtMx8dZmTJldRkVEavA,636,Chinese,4
QoEopgcby68Pyv1l52yiBg,636,Japanese,4
C2o3Iw-DXjoUJFgQIbiqkQ,635,Chinese,4
fUxRTikmfHnURZ26lD2y4Q,634,Japanese,4
7Oq1UdUHUGZGH_QI6N-0LQ,633,American,4
DKAVCg08eo2JTaS8HhSgrA,632,Indian,4
fqHACybQl1vlATXaIwnLqQ,631,American,4
iK2jJQA72XRjf4nUD3cAnA,631,Mexican,4
u-MUL83NUy2gsbV80WZnAA,629,American,4
ifGXrRqs-zp6ek7LsoozrQ,629,Mexican,4
xemN4tP9RlK5c-yUT-M71Q,627,American,4
fgtw4swOHXEFwZpBCG05rQ,626,American,4
ExvoimQ4LzY3UWtZ6m6Lgw,622,Indian,4
EvAJBgBdgOt1jx1EufRN7w,621,Japanese,4
0AWdTQZ97G4rutU0z9Di6g,620,Mexican,4
cnMNL1O_dVtCdTyQwwOwOQ,613,American,4
sCHiXF4mZcsiY8_cBHNiqw,611,Indian,4
tT6teP3ZfCAfvdPdDoqG4A,610,Japanese,4
_HBpi2PIG8Zxz01Pr41MIw,609,American,4
BNsKXLDL0pM_IaAR_LR7bw,608,American,4
Cz6It2NB_QBXCjnlsWGZSA,607,American,4
GpCZORguVJZGpd5GoL9Arg,607,Japanese,4
RRNU27hv8rhBYx-mOinwRA,607,Japanese,4
PJeuLlvja4ZKv_tHq_pE1A,604,American,4
_8Oq6MmhqLgzQDVYXWLxuA,604,Mexican,4
HrdIdeDZBTUdyEdSTPG1zg,597,American,4
W0k5HHTa7IJsR51Nf7fOmA,596,American,4
LHxZgTddXIp_S1sL3nNG9w,595,American,4
Ps0cOZevNA1M9M5_z7W3oQ,595,American,4
MAwtBgCmrY-i_jbmXlDMkw,595,Indian,4
KHdYPT0jUnUGdHGaY73mxg,594,Chinese,4
00mykkev3tKCjTsKV60yOA,594,Japanese,4
xscOfj1dMkEKvhrRruLpIg,591,Indian,4
SF2G4QfcSV03sMCSsv5s2g,590,American,4
BEuZGvNlbM4tXq7YICyM6w,589,Indian,4
Wbmqg0TkOVkzNh3HrJ9DIQ,588,Chinese,4
wWmVAc4NnB3q0onYRM-RkA,588,Japanese,4
6tf6uGg424cOZTHIHa8Aiw,585,Mexican,4
DIqsYe-HJS8etyDyXNovBg,584,American,4
qOp4T7UxfL6MgO41dN3Qlg,583,American,4
mhr7JHHBlptUxU7pjif5lA,581,American,4
GBWMJJ4_rDWqiXJ7AvHAOg,581,Japanese,4
LGJpNThRpqMURArl9fl7dg,580,American,4
C7CFAdrczXxNhnN-MNJqmw,579,Japanese,4
ay161Zito0Gf5WMZFbUtXA,579,Mexican,4
kXfmIaFce_qD86SmtWPh7g,578,American,4
seGYMEYsw6F_H33Md1E1dA,578,American,4
O9WmKufAUqDM0j2HpgLVlw,578,Japanese,4
iXmDaPsgylG1kHPLli15MQ,576,Chinese,4
9bAyxRD6RsGEUQw424ovQA,576,Japanese,4
OrxI6slr5EM46gE3BHfTug,575,American,4
BbMUXd69i0tlWS2aoppwaQ,575,Mexican,4
BKMCAYb9EAivUm3p-vrC9w,572,Chinese,4
qrydcGQpeDP_1oFvx3qOeg,571,Chinese,4
f7jZvRH-h76F4emzvKytaQ,570,Chinese,4
VVlHJ6_sJbRAodV5lCzBnA,569,Japanese,4
DHFEpeJXemrdxIuGGcyurg,568,Mexican,4
iXV4FMZPru7BB_nwN_8mVw,566,American,4
2_oy2iBeT0Rg-oz4f0GF1A,563,American,4
kr_Wu5m0P-AEghraNqXeTA,563,Japanese,4
JdXqygDw4yXQcy5lw9VI4A,562,Indian,4
e7krRmyE5upHv2gsEOdR8w,562,Mexican,4
36Hruo3o2JE6Q2Wdnhy0wA,561,Mexican,4
BPZfuPvSxCfoppU4lPFm0Q,554,Japanese,4
ME0627wYk0ikhX2yf1fN7w,550,American,4
MUvg1D3idGQbNnaRi67oYw,550,American,4
xH7mEjh4Rn6KdHjXYNoOjw,550,Chinese,4
y_ylOQzCP-9D_4DcUIJ3jA,550,Japanese,4
HEs6llkn3wIP1ATXeIZQew,548,Indian,4
XK8DnTYgZGoZKuihH4_cpg,547,Indian,4
bHGETjP_InKy0sIVHFgHyw,547,Japanese,4
P2CTp4xyaNCe2AXSiLeOSQ,546,American,4
q2D80--iDkSwf_OKsS-jdA,544,American,4
Z-hDHjP4Eza6BA4G97tzVA,544,American,4
AawLwOYZwMf_9wkShExfuw,543,American,4
yZs_A8r0qDz7Z5bR0C-aiQ,543,American,4
noBCTbD1Ylf5QR7PXy-rkA,543,Indian,4
SCQvI5pAJmD-OMm37kkS6Q,541,Mexican,4
dzI6MzwKbrhJN5dEeUbX0w,537,Indian,4
nrxSzq-VxLqD7aFkE4SH3Q,537,Japanese,4
210LxcDl5dXlYOMlIUmEFQ,535,American,4
lUpyqsKw-IBqsMgYIHZj7Q,535,Indian,4
nGpC40fxoDQ-Ft0h-_gkVg,535,Indian,4
CdHOwIO6OFNXZxPYEUts2g,535,Japanese,4
ydjApPbEDF-hXbdxlus4jA,535,Japanese,4
E6Y4ICdoqtYkFilRLfrOHA,534,American,4
8NVN6Nldm7AGoGaABBZMRw,533,Japanese,4
Xd_l7jtUAZZAAvK8-mI2Jw,531,American,4
oSFL1AVZYouS4YrDjoLyLA,531,Mexican,4
W5RSIwNKBa7k0jeAs5KDYg,530,Japanese,4
QqrEF8_ZQCGi63cL10J5oA,529,Indian,4
63nYipWuA42RZmESBMUNkQ,528,American,4
wOYqxqz5yhx3CrP2RsCXpw,527,American,4
74FFOreAgPphSwSZlfZzgw,527,Indian,4
DpZBA0-f7Um9lvnp1zZM2A,526,American,4
L7_MTRZyYp_i-cnH2CU4zQ,524,American,4
owYYuyLvlsdjLz68c3SSfg,524,Indian,4
dsTAUtR3bRMFIKJpAJk1Jw,523,American,4
5S8ZK9XLdl4l645twbNYZQ,523,Japanese,4
h9rymMeMUMOxQ9d93U0YDg,522,American,4
fc8op9vARoRwfTSXzs4ShQ,521,American,4
kwqOmEwWJ0D9PyCdFGE3-g,519,Chinese,4
NzU2hb0z0jGEOOv0-zTLEQ,519,Indian,4
wcwftlB-61XG4ymGTR61aw,517,Japanese,4
SPvW-SV2Ed7z8k-QXDUIDg,517,Mexican,4
NXZFu7KHBrG02gzYneY5Xg,516,American,4
54hPnm8Z4rJST1CZWaOznw,516,Mexican,4
EbX_9tqAJs4gW51gZpOB7g,515,Indian,4
Av0BsdlotLFoEar5u1rDzg,514,Mexican,4
YigI9naNis2hvBtlkXLTvQ,513,American,4
3uEkZEAp7biQEtt0S7W1Vg,513,Indian,4
0GftSP2dRwEzujkv2VKIgA,511,Chinese,4
1raNn0l3I4H9PcAJce69Sw,510,American,4
ZaJS8EKQNSaQpwpmgN-vVw,509,Japanese,4
cuUmPDEY-1KXzShGdpsqag,506,Indian,4
OLY3Ppf7PHFeT0j_O6ptVg,506,Japanese,4
3C6c_zqRz_U2AyeN_7LTsg,505,Indian,4
kqJApXkfFn42SZZG7QTc4w,503,Japanese,4
E8atCW6l6y1SVeEXbbXzEA,500,Indian,4
hmdm-dO72hLsMQwQRcGEUQ,499,American,4
y1IV3Ig2_IvWxdMQHbHtsQ,497,American,4
6vEOMyq9Zb7QVqBecvgY_A,496,American,4
n8p5g3-Fu1RBKx35QhiaXg,495,American,4
n-JSnKZcF1Bs-RPcIlb0qw,495,American,4
YHGGyH4hn_5UyV1rWgA5hg,494,American,4
3K7Kc82bhU6-qjAjsBs3Fw,492,Chinese,4
5UxJoqkdYrUEjArx8YITMw,492,Japanese,4
xrnk8mgoV7up6fauVmugpw,491,Japanese,4
itblJyiTY2h2ACidLk66oA,489,Japanese,4
niivJKBqY5wToDukqZHetQ,487,Indian,4
2IrwjU67gguqLqQqZ1nFPg,487,Mexican,4
PYw4gLZfLcmnmtxmepW9Gw,486,American,4
8ig0yf0003DAp4YOGTlbVg,486,Chinese,4
7DUPGtHqVZHJ3yIufbWLsg,486,Indian,4
qs5aBgcT2v1BFlW-XqQS0Q,485,Indian,4
0ePn6TQSJQky4ueKeGQvpQ,485,Japanese,4
wQU3LMmOPNzxL-ptOi_F5w,485,Japanese,4
B8R7R6AMs5yC12oc494hcA,483,American,4
XOnspIaW6mYVmrvgqOaYSQ,483,American,4
HFn1sPqKSzvxaMk2n2ZtJw,483,Japanese,4
1MqGlFP3b7H77fzUkJMKgw,481,Japanese,4
9aJ1MVTthZw3QjqoG7mPjg,480,Mexican,4
zcPWqsiqaPpNh8nJXR4gpw,479,American,4
NRJq2BNcbjqAyxUB_bw7gw,479,Japanese,4
j0Q-yyxS2WiL3foCJEV4eg,478,Indian,4
5WmXrHvf1AFKQkYerT__OQ,477,American,4
B8uEWQoTILlTNajCmJVOcQ,477,American,4
sKIYGvENchifk1YwFe77pA,476,Chinese,4
V2oWqXcoJkgGeIPOaS9eDA,476,Indian,4
trOfIBnEr_CxZuLRyGj9FQ,476,Mexican,4
juoHZs-uMmqW4gQ1iISvxA,475,Japanese,4
AVlPC5AQX_qQMEf02H-wug,474,American,4
d-DQwNxs77Pah2ys0q7w1Q,474,American,4
6EArjn_iacj-yGVLTKWuEQ,474,Japanese,4
2wQsfQkorp9L03vPEFAZJw,473,American,4
NebgteFykeM1gwiVgPcCHw,473,Indian,4
Va_mnsEvBghHXvc7uZIWJQ,473,Indian,4
ndRkgrkoCugt2qy0LMVQ_Q,472,American,4
SH1j1nOkHXcC-avHBIWqDw,472,American,4
SRLrnScmDyJpS28wvWeJNQ,472,Mexican,4
kMxXLrASxsbmS-ZzAaBe-A,471,American,4
_M5FVY4hkcuU-ASdVZPfRQ,470,Mexican,4
D3LtTiVtIPOcUT_bjxztRA,469,Japanese,4
0k678lCWQyReNi0lARlOmw,467,Chinese,4
FtxaAg8ohX2vp9A3sQ2HQw,466,American,4
YARIb8L3uOo3fECJP2Pjlg,465,American,4
7CM15wd5d8WC_pHR674YXA,465,Indian,4
BSv3awhABROYjjwlQaQ-Qw,464,American,4
B87c3bE_u53yNYO1cmHSIw,463,American,4
nF-EOBd_H1fX50iT1EIVZA,462,American,4
oe8GEFE4QLFAKt87y7zcgA,461,Chinese,4
#NAME?,461,Japanese,4
HsEmXckXmsRAAEVDFCGYYg,460,Indian,4
DOdamkEm9JWR9s6VH_NuOQ,457,American,4
Duh9gmBVHodHKQaQqsyZcg,457,American,4
yiyc5wbgSCe13I7hj_jb-A,457,Chinese,4
bT4CDzyhV-frXV6ijvXnvw,454,Chinese,4
m5Whyz8O8jM4DrE808h71g,454,Indian,4
LkT2-XYjuCSmObs8rOLdzA,453,Japanese,4
DM7m4KG9jMOsTdeAnMbmuw,452,Chinese,4
O9AnGazrv5nz7p5mC6FwbQ,450,Indian,4
Uut2fBy53XdIgx1rLWdQeg,450,Mexican,4
vQe7_ZW_jBSWKtgSiXGIOA,448,Chinese,4
0Bm2vjJW5Fw7_Maer6kDUw,445,American,4
yKQZqmCbk3EkGC5ajHgEGg,445,Indian,4
liis8xKFHuGGfTSeboeaXA,444,American,4
qMHzIYzoHYe55I7L65iEQw,444,American,4
gSkAfUFw_iM2CX2FqC6TwA,443,Japanese,4
15pcxijuNY8BMNzBhABt7w,442,American,4
XsElXaLxUPKquI78poB8yw,441,American,4
PAJdNrD4HFBN16OAFeDx4A,440,Mexican,4
8EBOj5bMglNI-jRIQvf6wg,439,American,4
ZTsN8TdMXl8SW_AKd_ablw,439,American,4
vAxm4dekBCfaRNoBYbx6OQ,439,Japanese,4
lhEzTykkqFz92Vq2uILtyw,438,American,4
zVLG_O3AQnvQ53PSJ5mTMA,437,Indian,4
2LcsDUTlvovnFz-SEcSJTQ,436,Chinese,4
844H9r0tRQZmxiEtjeTW0A,435,American,4
CAGAWbPE8uPr2VVvEnv0ZA,434,Indian,4
o6mE4IK7U2wruJmBF3zWnA,432,American,4
8Si3qLOfN70ixYPhoDYr3w,432,Japanese,4
TeBthQZ2xpxyvXheS08ovw,432,Japanese,4
iUOijKvgnv_4Iu758CqlOg,432,Mexican,4
XUataECnaOfdo4a87NqEFg,430,Indian,4
jpw7iGUzsj_AECKt351X8w,428,Indian,4
vec8jeVbbSGzVlStl0Xp_Q,427,Japanese,4
tOn-wEQ06ScrgeU5Ljw7Gw,424,American,4
wfGFM8zvdw9Zs-jxsTdjww,424,Japanese,4
OiSjFh06dsNonI0cPXMSOw,421,American,4
RdETxi25tbocKIcMiW5TxQ,421,Indian,4
6xPlSpyxE3PLJVeRvt2BwQ,421,Japanese,4
nm5rcWNmfevNXLNQAITi5w,420,American,4
shTLI1GCcZ9rosFdt8d2Xg,419,American,4
0wSOGZrj4ILpZSgE7SaYuw,418,Indian,4
q45SMZfNrF4XZZWzIC4tGw,417,American,4
ZhbHXqkEYNKLAbamW5peJQ,417,American,4
od-5v2v1HdGisEDAXotqeg,416,Japanese,4
Phi_yESeDQJduuMDdwX4ZA,413,American,4
zUv1BNm_a9-3DkxrCG3tng,413,American,4
IFZ3_d01uflGixWrrD8_gg,413,Indian,4
GCAQmtRdNhqVit5KGJ46Qg,412,American,4
OxqUWRZFUOz3r6_4bh4mfg,412,American,4
fSQ3CCtFSJ2S8VXDi02-3Q,411,American,4
pDUQF3IgvqZfT31luMgwTA,411,American,4
8AM1gGIk6KVb27Q9TYwD9Q,410,Indian,4
k4QfaFoqtpEZ1LZylJZqww,409,Japanese,4
ihzI-4yGesoQuAoIocao8g,409,Mexican,4
btDc58odxR_71u8RCtQwOw,408,American,4
IjQ2yGUKkvP0JIldT9vRFQ,408,American,4
oWBDdSamOzxMJzsD_-seXg,408,Chinese,4
HuSaFUqMDLbovpU-XbR9UA,408,Japanese,4
lMyJ9lrwRddpsOR_WeMSww,407,Indian,4
Qz5E5sPtETWD3kwEUsBZpw,407,Indian,4
GlSWzWVmQsKLGxySYSGRbQ,406,American,4
0W0m68TNPbodGCA3PhIB4w,405,American,4
3NbhYebjZPjLTWZZyRuhsw,405,American,4
tf3RVircY9-8adku41N6VQ,405,Indian,4
ojbH3wnRu050hRhkmoxRiA,404,Chinese,4
H0tgZ_2Yuayn18ylu2c3XQ,404,Indian,4
WY_DiwBhCjqVkk1IKhUGcA,404,Indian,4
8lYK0L12S3EPeJ0ZW2x9xA,401,Japanese,4
UiBQ8Uyu4wfOtEM1Rr8ycA,400,Chinese,4
mZALre3ahuetu5X8_uUJew,400,Indian,4
zuiEL6WWZ0OXGS5whWfqGA,400,Japanese,4
l_hBcWIFx_ausYBxLkSglQ,396,American,4
tbg4gR3jUUllR28cySo2kg,395,Indian,4
1ubEg-rrSE8IWXl6lJzIGw,392,Indian,4
cdtQOBtuiL9Mh6yaqosQog,392,Japanese,4
f_OiLWqldSmNy1MAvtWlPQ,390,Chinese,4
7rxg-tWPc1jK7Cikn5R86g,390,Japanese,4
4D8t3t1gyCdqfOjTI5t6JQ,389,American,4
S4Euw4DYSqeU4KcteFXqHg,389,American,4
JnFV_qz7uWbLTY80K89J7Q,387,American,4
MyQV4i518ZO4CLudtR8gLA,387,American,4
7USPKYeaAfxl0Ch9j_1l7A,387,Indian,4
oJZq1JmKalXXjqWRKfIjwA,387,Japanese,4
VaL9GaBR_GR-q9d1VzJF3g,386,Japanese,4
7bD22UAtH56ikWYslOSIQg,386,Mexican,4
#NAME?,385,American,4
BPErPpKSNluwcjbKRgze3w,385,Chinese,4
IixurYOSr0oQsv7Am-H4eQ,384,American,4
ubjgMch7fGLJNW60M2xilg,384,American,4
Kqb7MjTPNkjPMoFRd-rWpw,383,Chinese,4
7Bb_IDWV_zJqpBjAvxuBIA,382,American,4
y6XohzcYjUAQOD8U3NT_yw,382,American,4
bkIMbvXOcztDVz8bpyhMzQ,377,American,4
Ey45ZiAN1TSVmvfM6DVZqA,377,Indian,4
9BzRiWO6PSdR-l3dzCm3VA,376,Japanese,4
ckDKWs7pyXpRYi06sVedrA,376,Japanese,4
itH4GH2Mw2D5n5kkQAtMog,375,Japanese,4
JZ06I46tmJlvYA_NZ7zyxw,374,Mexican,4
